22,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,1980,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
23,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,1985,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
24,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,1990,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
25,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,1995,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
26,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,2000,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
27,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,2005,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
28,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,2010,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
29,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,2015,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
30,Estimates,UNdevelopmentgroups,a,1803,Label/Separator,900,2020,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн,бн
31,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1950,42279,34213,36908,34086,34884,29806,23440,26999,26202,23427,19660,16169,13819,10988,7784,4653,2069,762,190,32,4
32,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1955,44766,41659,34168,36460,33444,34460,29417,23072,26451,25204,22697,18209,14598,11721,8423,5267,2585,816,201,32,3
33,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1960,45740,44509,41922,33913,35963,33469,34056,28940,22589,25721,24384,21136,16377,12363,9064,5776,2910,1039,216,33,3
34,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1965,44984,45714,44518,41769,33709,35992,33362,33798,28560,22035,24754,22991,19016,13935,9683,6294,3246,1185,279,35,3
35,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1970,42423,45282,45977,44255,40913,33706,35814,32932,33397,27955,21137,23295,20745,16297,10843,6637,3572,1352,327,47,4
36,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1975,41686,42468,45409,45837,44107,41354,33795,35475,32493,32565,26905,19883,21178,17820,12732,7468,3855,1520,388,57,5
37,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1980,40015,41781,43184,46047,45912,43914,41110,32991,34804,31339,31121,25259,18191,18570,14218,9157,4259,1709,463,74,7
38,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1985,40016,40171,42137,43499,45946,45821,43858,40664,32588,33883,30128,29246,23092,15974,14960,10146,5386,1915,544,94,9
39,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1990,39723,40214,40520,42569,43468,45665,45691,43513,40288,31930,32715,28507,26860,20385,13152,11031,6245,2538,621,112,12
40,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,1995,36490,40206,41018,41196,42602,43465,45922,45467,42914,39215,30868,30875,26235,23591,16876,9948,6954,3032,853,127,14
41,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,2000,33667,37075,41087,41765,41353,42867,43745,45772,44825,41965,38078,29422,28557,23358,19641,12932,6565,3498,1039,175,14
42,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,2005,33797,34009,37810,41917,42575,41835,43348,43898,45444,43940,40603,36421,27531,25643,19913,15260,8771,3545,1278,224,20
43,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,2010,35706,34152,34917,38838,42703,42903,42381,43507,43342,44882,42709,38906,34067,25427,22268,16059,10847,4976,1417,299,28
44,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,2015,35586,36005,34530,35676,39866,43458,43459,42646,43353,42884,43796,40988,36554,31297,22540,18254,11765,6395,2099,361,39
45,Estimates,Moredevelopedregions,b,901,DevelopmentGroup,1803,2020,34606,35973,36322,35175,36567,40796,44158,43764,42605,42984,42041,42273,38632,33584,27797,18917,13537,7221,2862,594,56
46,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1950,130141,104085,96777,88069,78323,67820,61129,54448,46961,40121,32984,26391,20562,14089,8793,4691,1807,534,127,26,5
47,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1955,163175,119429,100649,94083,84910,75054,64794,58082,51100,43229,36025,28599,21409,15178,9121,4676,1882,498,96,16,3
48,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1960,175866,151694,116113,98004,90998,81974,72265,61984,54896,47478,39104,31275,23311,15926,9885,4784,1881,519,93,13,2
49,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1965,200001,164390,147744,113277,94983,88000,79110,69373,58840,51208,43186,34222,25772,17705,10602,5528,2099,590,110,14,2
50,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1970,224870,189566,161469,145216,110599,92408,85587,76585,66628,55788,47664,39072,29494,20609,12769,6559,2717,726,135,18,2
51,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1975,236603,215170,186516,158619,141906,108020,90321,83463,74222,63825,52477,43586,34127,24022,15218,8086,3305,979,175,23,2
52,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1980,240149,228009,212170,183847,155641,139218,105952,88225,81086,71453,60473,48541,38692,28414,18134,9903,4171,1208,244,31,3
53,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1985,262381,232414,225193,209690,180780,152979,136819,103892,85914,78136,67848,56067,43285,32456,21701,11943,5210,1577,312,45,5
54,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1990,290926,254975,230047,222548,206216,177683,150371,134258,101264,82998,74494,63392,50472,36746,25260,14574,6392,2031,423,60,7
55,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,1995,283235,283724,252443,226800,217963,202192,174590,147546,131231,98097,79327,69638,57314,43033,28645,17166,8066,2606,566,83,9
56,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,2000,284474,276974,280888,249055,222318,213968,198414,171068,143991,127216,93729,74133,63093,49203,33806,19701,9661,3436,775,120,13
57,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,2005,290757,279754,275050,277291,243574,218131,210220,194704,167092,139286,121951,88653,67868,54636,39242,23558,11423,4261,1063,170,19
58,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,2010,301478,286516,277704,271405,271399,239951,214665,207085,191174,162847,134383,115516,81211,59211,44113,27747,14076,5241,1375,246,29
59,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,2015,310661,297331,284219,275059,267689,267807,236421,210826,202982,186405,157257,127640,106885,71561,48454,31944,17057,6746,1812,342,45
60,Estimates,Lessdevelopedregions,c,902,DevelopmentGroup,1803,2020,314827,306954,295175,281468,271720,265264,265079,232683,206784,198249,180569,149942,118548,95355,59389,35838,20112,8536,2466,484,68
61,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1950,16335,12921,11249,9998,8713,7521,6492,5543,4721,3926,3083,2437,1844,1356,914,512,196,47,7,1,0
62,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1955,18502,14318,12396,10874,9537,8224,7077,6074,5135,4317,3521,2689,2014,1392,895,483,195,48,7,1,0
63,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1960,21175,16487,13768,11986,10408,9072,7787,6673,5678,4743,3898,3096,2247,1544,941,498,193,51,7,1,0
64,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1965,24228,19057,15916,13342,11456,9855,8579,7335,6237,5248,4310,3454,2612,1747,1062,532,210,54,8,1,0
65,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1970,27733,22097,18460,15424,12833,10933,9367,8102,6882,5770,4775,3823,2944,2059,1227,614,229,62,9,1,0
66,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1975,31087,25169,21272,17429,14182,12044,10408,8891,7639,6421,5301,4283,3283,2348,1465,727,276,69,11,1,0
67,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1980,35276,28575,24238,20399,16527,13358,11299,9819,8371,7086,5857,4756,3669,2627,1680,890,338,85,13,1,0
68,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1985,40027,32610,27665,23509,19546,15754,12737,10741,9189,7662,6393,5184,4041,2908,1871,1007,409,106,16,1,0
69,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1990,44549,37528,31831,26932,22550,18666,15021,12087,10124,8585,7066,5795,4514,3308,2174,1190,491,133,21,2,0
70,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,1995,49258,42249,36940,31072,25940,21670,18043,14592,11694,9681,8116,6543,5200,3779,2536,1448,616,169,27,2,0
71,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,2000,54543,46954,41439,36025,29725,24676,20649,17213,13747,10931,8938,7364,5725,4318,2849,1683,759,224,39,4,0
72,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,2005,60184,52541,46259,40309,34480,28426,23701,19776,16378,12920,10153,8177,6526,4807,3313,1907,904,291,55,6,0
73,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,2010,65420,58313,51777,45049,38085,32645,26942,22465,18763,15428,12030,9284,7230,5484,3721,2260,1078,366,79,10,1
74,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,2015,70452,63776,57602,50902,43633,36529,31248,25736,21481,17831,14508,11105,8275,6125,4294,2567,1279,457,107,16,1
75,Estimates,Leastdevelopedcountries,d,941,DevelopmentGroup,902,2020,75613,69045,63137,56785,49677,42509,35624,30348,24911,20683,16973,13544,10013,7081,4853,3010,1484,560,141,23,3
76,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1950,113806,91164,85528,78071,69609,60299,54637,48905,42240,36195,29901,23953,18718,12734,7879,4179,1611,487,120,26,5
77,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1955,144673,105111,88253,83208,75373,66831,57717,52007,45965,38912,32503,25910,19395,13786,8227,4193,1687,450,90,15,3
78,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1960,154691,135206,102345,86017,80590,72902,64478,55311,49219,42735,35205,28179,21064,14382,8944,4286,1689,468,85,13,2
79,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1965,175774,145333,131828,99935,83527,78145,70531,62038,52603,45960,38876,30768,23159,15959,9540,4996,1888,536,102,14,2
80,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1970,197137,167469,143009,129792,97766,81476,76219,68483,59746,50018,42888,35248,26550,18550,11542,5946,2488,665,126,17,2
81,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1975,205516,190002,165244,141189,127723,95976,79913,74573,66584,57404,47176,39303,30845,21674,13752,7358,3029,909,164,22,2
82,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1980,204873,199434,187932,163449,139114,125861,94653,78405,72715,64367,54616,43785,35023,25786,16454,9013,3833,1123,231,30,3
83,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1985,222354,199804,197528,186181,161234,137225,124082,93151,76725,70473,61455,50883,39244,29548,19830,10935,4802,1471,296,43,4
84,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1990,246377,217447,198216,195616,183666,159017,135350,122171,91140,74413,67428,57597,45959,33438,23085,13384,5900,1899,403,58,7
85,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,1995,233978,241476,215503,195728,192023,180522,156547,132954,119537,88417,71211,63096,52114,39254,26110,15717,7450,2437,539,80,9
86,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,2000,229931,230019,239449,213029,192593,189292,177765,153855,130244,116286,84791,66769,57368,44885,30957,18018,8902,3212,736,116,13
87,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,2005,230573,227214,228791,236982,209095,189705,186519,174928,150714,126365,111798,80475,61342,49828,35929,21651,10519,3970,1007,164,19
88,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,2010,236058,228203,225927,226356,233313,207307,187724,184619,172410,147419,122353,106233,73980,53727,40391,25486,12998,4875,1296,236,28
89,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,2015,240209,233555,226618,224157,224056,231277,205173,185090,181501,168574,142749,116535,98610,65436,44160,29377,15778,6289,1704,326,44
90,Estimates,"Lessdevelopedregions,excludingleastdevelopedcountries",e,934,DevelopmentGroup,902,2020,239214,237909,232038,224683,222043,222755,229456,202336,181873,177566,163596,136398,108535,88274,54536,32829,18628,7975,2325,461,66
91,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1950,89652,72915,66727,59747,53128,45626,39166,34781,30153,24968,20596,15578,12500,8417,5846,3280,1422,474,117,25,5
92,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1955,108415,81951,70622,64900,57472,50677,43357,37012,32561,27866,22581,18041,13002,9642,5812,3386,1454,412,87,15,2
93,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1960,124499,100674,79777,68740,62627,55365,48686,41388,34963,30375,25431,20019,15261,10231,6804,3495,1576,457,84,13,2
94,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1965,139931,116585,98271,77923,66610,60487,53355,46687,39322,32779,27937,22759,17139,12169,7351,4180,1692,522,100,13,2
95,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1970,154228,132075,114181,96209,75728,64483,58572,51409,44626,37088,30321,25153,19649,13848,8883,4608,2074,590,120,16,2
96,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1975,169321,146309,129529,111662,93344,73545,62759,56864,49536,42468,34655,27544,21897,15994,10240,5664,2352,752,144,21,2
97,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1980,186566,161895,143778,127121,108918,90994,71664,60941,54878,47223,39799,31677,24113,18014,11985,6694,2990,886,192,27,3
98,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1985,207251,179451,159404,141563,124369,106553,88954,69929,58986,52424,44362,36454,27846,19874,13594,7910,3591,1160,234,37,4
99,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1990,221011,200440,177280,157048,138473,121617,104265,86799,67717,56532,49475,40963,32372,23229,15187,9134,4312,1437,319,47,6
100,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,1995,229257,214485,198125,174279,152877,134941,118961,101874,84370,65125,53589,45785,36620,27269,18036,10437,5128,1787,416,67,8
101,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,2000,236409,223387,211856,194935,170080,149272,131629,115907,98821,81097,61622,49551,40953,31023,21311,12547,5974,2215,544,93,11
102,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,2005,245458,231949,221602,208531,189853,166335,146072,128546,112584,94795,76837,57700,44793,34874,24469,14923,7386,2679,711,128,16
103,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,2010,255271,241386,230013,218188,203078,186661,163316,143522,125747,109139,90835,71917,52071,38533,27959,17462,9114,3449,906,179,24
104,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,2015,263529,251229,239180,227519,214744,199868,183480,159862,139984,121791,104593,85486,65746,45379,31439,20471,10975,4452,1239,244,36
105,Estimates,"Lessdevelopedregions,excludingChina",,948,DevelopmentGroup,1803,2020,269639,259916,249155,236583,224457,212654,197552,180112,156242,135952,117063,98765,78495,57920,37350,23282,12960,5519,1659,349,53
106,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1950,8105,6441,6146,5315,4885,3771,3089,2843,2464,2125,1705,1382,1175,858,537,285,117,39,10,2,0
107,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1955,9802,7234,6243,5994,5114,4650,3561,2896,2650,2267,1915,1493,1153,912,594,310,129,37,9,2,0
108,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1960,11359,8923,7052,6094,5795,4889,4433,3365,2705,2453,2061,1692,1261,907,646,355,144,44,9,2,0
109,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1965,12998,10473,8712,6867,5852,5553,4658,4206,3158,2503,2239,1839,1445,1001,648,395,170,52,11,2,0
110,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1970,14253,12061,10290,8509,6595,5572,5342,4442,3978,2943,2287,2000,1583,1167,724,399,190,64,14,2,0
111,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1975,16059,13187,11724,9974,8190,6301,5306,5061,4171,3699,2698,2043,1721,1269,857,455,207,73,18,3,0
112,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1980,18025,14682,12535,10983,9237,7684,5987,4918,4706,3855,3384,2436,1754,1400,938,567,244,79,21,4,1
113,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1985,20362,16590,14130,12002,10402,8740,7260,5579,4555,4313,3487,3011,2081,1408,1026,594,293,94,22,5,1
114,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1990,23091,19077,16165,13620,11304,9874,8398,6916,5244,4247,3966,3158,2621,1720,1086,691,315,116,27,5,1
115,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,1995,24986,21755,18696,15648,13014,10726,9316,7916,6471,4832,3900,3578,2779,2153,1310,741,375,120,32,5,1
116,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,2000,27246,23928,21340,18054,14750,12167,10044,8729,7293,5915,4347,3468,3048,2258,1585,867,380,139,30,6,1
117,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,2005,29673,26287,23566,20618,17062,13973,11643,9607,8255,6817,5453,3948,3073,2533,1725,1052,462,142,36,5,1
118,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,2010,32771,28741,25923,22982,19578,16140,13244,11020,9098,7808,6350,4961,3502,2612,1964,1169,608,182,38,7,1
119,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,2015,35997,31976,28368,25467,22202,18677,15338,12605,10474,8589,7351,5857,4442,2948,2053,1353,663,246,49,7,1
120,Estimates,Land-lockedDevelopingCountries(LLDC),f,1636,Specialother,1803,2020,38331,35318,31677,27996,24866,21633,18257,14922,12202,10106,8196,6882,5299,3817,2344,1435,772,279,71,10,1
121,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1950,1848,1554,1382,1186,1029,899,811,741,631,537,412,295,253,186,126,75,34,13,4,1,0
122,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1955,2160,1707,1496,1314,1116,960,847,775,680,595,492,363,258,205,137,79,39,12,3,1,0
123,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1960,2404,2036,1664,1418,1215,1034,909,809,723,650,546,441,319,213,158,91,42,14,3,1,0
124,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1965,2733,2265,1952,1561,1322,1136,979,865,760,682,597,494,388,266,168,107,50,16,4,1,0
125,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1970,2746,2605,2189,1842,1457,1223,1067,926,823,718,633,546,443,336,210,114,61,20,5,1,0
126,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1975,2794,2655,2538,2090,1725,1374,1173,1024,882,778,667,580,485,377,262,143,62,27,7,1,0
127,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1980,2741,2706,2595,2429,1931,1625,1336,1138,988,841,729,617,520,422,304,192,96,29,10,2,0
128,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1985,2964,2650,2657,2500,2288,1831,1570,1286,1099,945,797,680,555,456,338,227,122,46,10,3,0
129,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1990,3094,2861,2589,2562,2376,2203,1782,1524,1251,1053,895,738,615,489,366,252,145,61,17,3,1
130,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,1995,3160,3014,2803,2525,2446,2279,2144,1745,1496,1225,1020,851,686,539,400,271,163,74,24,5,1
131,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,2000,3183,3092,2960,2732,2396,2347,2221,2101,1708,1456,1181,953,784,597,449,302,181,85,30,7,1
132,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,2005,3150,3118,3023,2913,2626,2329,2294,2170,2042,1636,1387,1096,871,678,492,336,198,97,35,9,2
133,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,2010,3152,3095,3075,3025,2856,2651,2338,2299,2156,2013,1614,1333,1046,763,569,378,228,109,42,12,2
134,Estimates,SmallIslandDevelopingStates(SIDS),g,1637,Specialother,1803,2015,3199,3119,3062,3065,2952,2831,2605,2266,2241,2095,1945,1544,1245,895,644,444,259,131,50,14,3
